Monte o insert abaixo para cada linha DE REGISTRO
INSERT INTO TB_REG_FINANC (ID_REGISTRO, DATA_REGISTRO, DATA_GASTO, VALOR, DESCRICAO, LOCAL_GASTO, PARCELAMENTO, N_PARCELAS, IDCATEGORIA, IDFORMA_PAGAMENTO) VALUES:
10470	2024-07-29	2024-07-27	8.50	Coca Cola	Onni Luggo	S	1	100	100
20550	2024-08-05	2024-08-02	315.00	Florzinha	Pix no nubank	N	0	1100	400
20560	2024-08-05	2024-08-05	60.00	Balinha	Pix pro Yudão	N	0	1100	400
20590	2024-08-05	2024-08-05	2979.69	Pagamento Fatura	Nubank	N	0	900	500
20600	2024-08-05	2024-08-01	38.67	Insumos	Dalben	S	1	100	100
20610	2024-08-05	2024-08-01	11.00	Seda pequena e grande	Yukatan tabacaria	S	1	600	100
20620	2024-08-05	2024-08-02	6.19	Pão para o café	Dalben	S	1	100	100
20630	2024-08-05	2024-08-02	38.99	Google Storage	Google	S	1	600	100
20640	2024-08-05	2024-08-02	9.99	Insumos	GoodBom	S	1	600	100
20650	2024-08-05	2024-08-02	68.77	Janta de Sexta	Big Boca	S	1	100	100
20660	2024-08-05	2024-08-02	8.50	Coca Cola	Onni Luggo	S	1	100	100
20670	2024-08-05	2024-08-03	18.53	Insumos	Dalben	S	1	100	100
20680	2024-08-05	2024-08-04	39.99	Claro Flex	Dalben	S	1	600	100
20690	2024-08-05	2024-08-04	30.70	Insumos para janta	Dalben	S	1	100	100
20700	2024-08-05	2024-08-04	32.93	Energético e vela	GoodBom	S	1	600	100
20710	2024-08-05	2024-08-04	58.93	Cremes da Sarah	DrogaSil	S	1	400	100
20720	2024-08-19	2024-08-07	55.99	Janta de Quarta	Matuto	S	1	100	100
20730	2024-08-19	2024-08-07	44.90	NetlFlix	NetlFlix Brasil	S	1	500	100
20740	2024-08-19	2024-08-08	16.00	Estacionamento Shopping	Shopping Dom Pedro	S	1	700	100
20750	2024-08-19	2024-08-08	62.70	Janta de Quinta	Mc Donalds Taquaral	S	1	100	100
20760	2024-08-19	2024-08-08	21.99	Energético e insumos	Savegnago	S	1	600	100
20770	2024-08-19	2024-08-11	51.98	Insumos para a semana	Dalben	S	1	100	100
20780	2024-08-19	2024-08-11	21.94	Café da manhã	Muffato Londrina	S	1	100	100
20790	2024-08-19	2024-08-10	39.99	Claro Flex	Claro Brasil	S	1	600	100
20800	2024-08-19	2024-08-11	7.50	Água da Sarah	Posto Graal	S	1	600	100
20810	2024-08-19	2024-08-12	38.50	Tabaco e seda	Yucatan Tabac	S	1	600	100
20820	2024-08-19	2024-08-12	9.29	Insumos	Dalben	S	1	600	100
20830	2024-08-19	2024-08-13	40.71	Insumos	Dalben	S	1	100	100
20840	2024-08-19	2024-08-13	49.90	Apple Storage	Apple 	S	1	600	100
20850	2024-08-19	2024-08-09	54.90	Globo Play	Globo	S	1	500	100
20860	2024-08-19	2024-08-13	4.99	Macarrão	Onni Luggo	S	1	100	100
20870	2024-08-19	2024-08-15	17.49	Coca e chocolae	Onni Luggo	S	1	100	100
20880	2024-08-19	2024-08-16	59.35	Janta de sexta	Big Boca	S	1	100	100
20890	2024-08-19	2024-08-15	54.99	Janta de Quinta	Matuto Express	S	1	100	100
20900	2024-08-19	2024-08-17	11.36	Insumos para o café	Dalben	S	1	100	100
20910	2024-08-19	2024-08-17	263.59	Insumos para o mês	Spani Atacado	S	1	100	100
20920	2024-08-19	2024-08-16	8.50	Coca Cola	Onni Luggo	S	1	100	100
20930	2024-08-19	2024-08-17	30.00	Gasolina	Posto Santana	S	1	300	100
20940	2024-08-19	2024-08-19	6.84	Pão para o café	Dalben	S	1	100	100
20950	2024-08-19	2024-08-18	23.82	Insumos	Dalben	S	1	100	100
20970	2024-08-19	2024-08-16	260.00	Gasolina	Pix Nubank	N	0	300	400
20980	2024-08-19	2024-08-16	202.83	Conta de Luz	CPFL Campinas	N	0	200	400
20990	2024-08-19	2024-08-16	75.99	Fatura Maravilhas do Lar	Maravilhas do Lar	N	0	600	400
21000	2024-08-19	2024-08-15	12.99	Atum para o almoço	Dalben	S	1	100	100
21010	2024-08-19	2024-08-13	34.00	Pix Yudão, compas da Sarah	Nubank	N	0	600	400
21020	2024-08-19	2024-08-19	3788.10	Aplicaao financeira	Nubank	N	0	800	500
21030	2024-08-19	2024-08-19	25.39	Ajuste valor fatura	Nubank	S	1	1100	100
21040	2024-08-20	2024-08-19	13.24	Queijo e pão	Dalben	S	1	100	100
21050	2024-08-20	2024-08-20	320.00	Colombinha	Pix Nubank	N	0	1100	400
21060	2024-08-28	2024-08-21	4.95	Clube Ifood 	Ifood Brasil	S	1	600	100
21070	2024-08-28	2024-08-21	41.80	Janta da Sarah	Mc Donalds	S	1	100	100
21080	2024-08-28	2024-08-25	10.32	Insumos	Dalben	S	1	100	100
21090	2024-08-28	2024-08-19	72.38	Insumos para semana	Swift	S	1	100	100
21100	2024-08-28	2024-08-22	29.53	Insumos para janta	GoodBom	S	1	100	100
21110	2024-08-28	2024-08-22	10.00	Nuggets	Swift	S	1	100	100
21120	2024-08-28	2024-08-24	90.23	Ração da Maya	PetCamp	S	2	1100	100
21130	2024-08-28	2024-08-23	65.99	Janta de sexta	Matuto Express	S	1	100	100
21140	2024-08-28	2024-08-25	5.49	Insumos	Dalben	S	1	100	100
21150	2024-08-28	2024-08-24	8.50	Coca Cola	Onni Luggo	S	1	100	100
21160	2024-08-28	2024-08-25	40.23	Insumos	Dalben	S	1	100	100
21170	2024-08-28	2024-08-27	34.72	Insumos	Dalben	S	1	100	100
21190	2024-09-09	2024-09-03	39.90	Mensalidade WOW	Blizzard	S	1	500	100
21200	2024-09-09	2024-09-06	349.90	Ração Spike	PetCamp	S	1	600	100
21210	2024-09-09	2024-09-01	12.16	Café da manhã	Dalben	S	1	100	100
21220	2024-09-09	2024-09-01	10.00	Restaurante cantinho D	Restaurante cantinho D	S	1	100	100
21230	2024-09-09	2024-09-01	20.96	Compra alimento beneficiente	Carrefour	S	1	600	100
21240	2024-09-09	2024-09-01	8.50	Coca Cola	Onni Luggo	S	1	100	100
21250	2024-09-09	2024-09-01	45.36	Insumos para a semana	Dalben	S	1	100	100
21260	2024-09-09	2024-09-01	25.31	Insumos para a semana	Dalben	S	1	100	100
21270	2024-09-09	2024-09-02	22.50	Tabaco e piteira	Yucatan Tabacaria	S	1	600	100
21280	2024-09-09	2024-09-01	38.99	Google Storage	Google	S	1	1100	100
21290	2024-09-09	2024-09-02	7.00	TCG Parking Estacionamento	TCG Parking Estacionamento	S	1	700	100
21300	2024-09-09	2024-09-02	42.50	Compra do SUCO	Frutos do Pomar	S	1	100	100
21310	2024-09-09	2024-09-02	116.68	Insumos para a semana	Swift	S	1	100	100
21320	2024-09-09	2024-09-01	8.50	Coca Cola	Onni Luggo	S	1	100	100
21330	2024-09-09	2024-09-03	11.40	Insumos	Dalben	S	1	100	100
21340	2024-09-09	2024-09-03	79.79	Remédios da Sarah	DrogaSil	S	1	400	100
21350	2024-09-09	2024-09-03	8.38	PoweRade	Good Bom	S	1	100	100
21360	2024-09-09	2024-09-04	16.31	Insumos	Dalben	S	1	100	100
21370	2024-09-09	2024-09-04	39.90	Claro Flex	Claro	S	1	600	100
21380	2024-09-09	2024-09-05	100.00	Gasolina	Posto Mansões	S	1	300	100
21390	2024-09-09	2024-09-06	78.99	Almoço de sexta	Matuto Express	S	1	100	100
21400	2024-09-09	2024-09-07	16.00	Estacionamento Dom Pedro	Shopping Dom Pedro	S	1	700	100
21410	2024-09-09	2024-09-07	211.90	Insumos para o mês	Spani	S	1	100	100
21420	2024-09-09	2024-09-07	11.75	Café da manhã	Dalben	S	1	100	100
21430	2024-09-09	2024-09-06	8.50	Coca Cola	Onni Luggo	S	1	100	100
21440	2024-09-09	2024-09-07	90.00	Corte de cabelo da Sarah	Espaço Fran	S	1	700	100
21450	2024-09-09	2024-09-07	44.90	NexFlix	NexFlix	S	1	500	100
21460	2024-09-09	2024-09-09	54.90	Globo Play	Globo	S	1	500	100
21470	2024-09-09	2024-09-09	13.12	Café da manhã	Dalben	S	1	100	100
21480	2024-09-09	2024-09-09	45.00	Pão de Queijo	Pão de Queijo Santana	N	0	100	400
21490	2024-09-09	2024-09-07	76.80	Pizzada no zito	Zitão the Monster	N	0	100	400
21500	2024-09-09	2024-09-09	432.00	Mensalidade faculdade	Unisal	N	0	1000	400
21510	2024-09-09	2024-09-09	2768.15	Aplicação Financeira	Nubank	N	0	800	500
21520	2024-09-12	2024-09-10	50.00	Gasolina compass	Posto Santana	S	1	300	100
21530	2024-09-12	2024-09-12	270.00	Maconha	Oreia	N	0	1100	400
21540	2024-09-23	2024-09-12	11.99	Lata de Atum	Dalben	S	1	100	100
21550	2024-09-23	2024-09-19	14.08	Lata de atum e coca	Dalben	S	1	100	100
21560	2024-09-23	2024-09-21	4.95	Club Ifood	Ifood Brasil	S	1	600	100
21570	2024-09-23	2024-09-19	420.00	Mensalidade - Aula Italiano	Liberty School	N	0	1000	400
21580	2024-09-23	2024-09-11	17.90	Compras no Dalben	Dalben	S	1	100	100
21590	2024-09-23	2024-09-12	50.00	Gasolina	Posto Andorinhas	S	1	300	100
21600	2024-09-23	2024-09-12	79.70	Janta de Sexta	Burguer King	S	1	100	100
21610	2024-09-23	2024-09-13	49.90	Apple Storage	Apple	S	1	600	100
21620	2024-09-23	2024-09-13	8.50	Coca Cola	Onni Luggo	S	1	100	100
21630	2024-09-23	2024-09-14	39.00	Café da manhã	Quiosque Serve bem	S	1	100	100
21640	2024-09-23	2024-09-14	97.53	Compras da sarah	Drogasil	S	1	400	100
21650	2024-09-23	2024-09-14	10.10	Insumos	Dalben	S	1	100	100
21660	2024-09-23	2024-09-14	8.50	Coca Cola	Dalben	S	1	100	100
21670	2024-09-23	2024-09-15	7.98	Power Rade	Good Bom	S	1	100	100
21680	2024-09-23	2024-09-15	15.97	Insumos	Dalben	S	1	100	100
21690	2024-09-23	2024-09-15	7.71	Coca Cola	Onni Luggo	S	1	100	100
21700	2024-09-23	2024-09-19	38.67	Insumos	Dalben	S	1	100	100
21710	2024-09-23	2024-09-19	8.50	Coca Cola	Onni Luggo	S	1	100	100
21720	2024-09-23	2024-09-20	68.77	Janta de Sexta	Big Boca	S	1	100	100
21730	2024-09-23	2024-09-20	8.50	Coca Cola	Onni Luggo	S	1	100	100
21740	2024-09-23	2024-09-21	5.15	Pão para o café	Dalben	S	1	100	100
21750	2024-09-23	2024-09-22	70.59	Insumos para o dia	Dalben	S	1	100	100
21800	2024-10-07	2024-10-07	3066.45	Pagamento Fatura - SET	Nubank	N	0	900	500
21810	2024-10-07	2024-10-01	19.98	Atum e Morango	Dalben	S	1	100	100
21820	2024-10-07	2024-10-03	19.98	Atum e Morango	Dalben	S	1	100	100
21830	2024-10-07	2024-10-03	39.90	Mensalidade WOW	Blizzard	S	1	500	100
21840	2024-10-07	2024-10-05	54.90	Corte Cabelo	Barber Coffe Mansões	S	1	1100	100
21850	2024-10-07	2024-10-07	300.00	Mensalidade - Italiano	Liberty School	N	0	1000	400
21860	2024-10-07	2024-10-01	118.34	Janta de segunda	Big Boca	S	1	100	100
21870	2024-10-07	2024-10-05	190.00	Lente da Sarah	Ótica São Quirino	S	3	400	100
21880	2024-10-07	2024-10-04	39.90	Claro Flex	Claro	S	1	600	100
21890	2024-10-07	2024-10-07	44.90	Netflix	Netflix	S	1	500	100
21900	2024-10-07	2024-10-07	9.86	Insumos	Dalben	S	1	100	100
21910	2024-10-07	2024-10-05	19.50	Filtro	Yukatan tabacaria	S	1	600	100
21920	2024-10-07	2024-10-05	34.98	Compras para a casa	Maravilhas do lar	S	1	600	100
21930	2024-10-07	2024-10-05	13.32	Insumos	Dalben	S	1	100	100
21940	2024-10-07	2024-10-05	141.45	Insumos para o mês	Spani	S	1	100	100
21950	2024-10-07	2024-10-07	49.90	Compras da Sarah	Renner	N	0	600	400
21960	2024-10-07	2024-10-07	33.49	Parcela lorenzetti	Mercado Livre	S	1	600	100
21970	2024-10-07	2024-10-01	38.99	Google Storage	Google	S	1	600	100
21980	2024-10-07	2024-10-01	145.78	Insumos para o mês	Swift Taquaral	S	1	100	100
21990	2024-10-07	2024-10-02	10.88	Sache pro obeso	PetCamp	S	1	1100	100
22000	2024-10-07	2024-10-02	67.96	Anticoncepcional	Drogasil	S	1	400	100
22010	2024-10-07	2024-10-04	93.90	Janta de sexta	Macis	S	1	100	100
22020	2024-10-07	2024-10-04	8.50	Coca Cola	Onni Luggo	S	1	100	100
22030	2024-10-07	2024-10-07	21.49	Acerto de fatura	Nubank	S	1	1100	100
22040	2024-10-07	2024-10-07	2687.80	Aplicação Financeira	Nubank	N	0	800	500
22050	2024-10-14	2024-10-08	31.88	Insumos no dalben	Dalben	S	1	100	100
22060	2024-10-14	2024-10-09	432.00	Faculdade	Unisal	S	1	1000	100
22070	2024-10-14	2024-10-09	19.90	Amazon Prime	Amazon	S	1	600	100
22080	2024-10-14	2024-10-10	119.70	Insumos para semana	Swift Taquaral	S	1	100	100
22090	2024-10-14	2024-10-10	270.00	Maconha	Oreia	N	0	1100	400
22100	2024-10-14	2024-10-09	54.90	Globo PLay	Globo	S	1	500	100
22110	2024-10-14	2024-10-09	14.67	Savegnago	Insumos para janta	S	1	100	100
22120	2024-10-14	2024-10-09	3.49	Pão para o café	Dalben	S	1	100	100
22130	2024-10-14	2024-10-11	25.58	Insumos	Dalben	S	1	100	100
22140	2024-10-14	2024-10-11	39.99	Claro Flex	Claro	S	1	600	100
22150	2024-10-14	2024-10-11	62.99	Matuto Express	Ifood	S	1	100	100
22160	2024-10-14	2024-10-13	22.46	Insumos	Dalben	S	1	100	100
22170	2024-10-14	2024-10-12	63.13	Insumos	Dalben	S	1	600	100
22180	2024-10-14	2024-10-12	5.39	Insumos	Dalben	S	1	600	100
22190	2024-10-14	2024-10-12	31.48	Insumos	Swift Taquaral	S	1	100	100
22200	2024-10-14	2024-10-13	33.23	Janta de sábado	HortiFruit Mansões	S	1	100	100
22210	2024-10-14	2024-10-13	49.90	Apple Storage	Apple Brasil	S	1	600	100
